#############################################################
## Master Feed of known, active and non-sinkholed C&Cs domain
## names
## 
## Feed generated at: 2014-11-03 16:36 
##
## Feed Provided By: John Bambenek of Bambenek Consulting
## jcb@bambenekconsulting.com // http://bambenekconsulting.com
## Use of this feed is governed by the license here: 
## http://osint.bambenekconsulting.com/license.txt 
##
## For more information on this feed go to: 
## http://osint.bambenekconsulting.com/manual/c2-dommasterlist.txt
## 
## All times are in UTC
#############################################################
o5bt6e1jnpq906zrnmj8wqzrq.net,Domain used by GOZ,2014-11-03 16:33,http://osint.bambenekconsulting.com/manual/goz-iplist.txt
1bzy3oc1hd8aofsudjpuzge4qq.net,Domain used by GOZ,2014-11-03 16:33,http://osint.bambenekconsulting.com/manual/goz-iplist.txt
15g39fiel3aemyw14eo1i412vo.com,Domain used by GOZ,2014-11-03 16:33,http://osint.bambenekconsulting.com/manual/goz-iplist.txt
chairexamineeye.com,Domain used by matsnu,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/matsnu-iplist.txt
distancejoborder.com,Domain used by matsnu,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/matsnu-iplist.txt
objectsecuredoor.com,Domain used by matsnu,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/matsnu-iplist.txt
researchbuilding.com,Domain used by matsnu,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/matsnu-iplist.txt
softwareperfect.com,Domain used by matsnu,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/matsnu-iplist.txt
varietyspeakwall.com,Domain used by matsnu,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/matsnu-iplist.txt
measeodirc.com,Domain used by pushdo,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/pushdo-iplist.txt
ebfchfbqetts.com,Domain used by tinba,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/tinba-iplist.txt
edckdgwgtytw.com,Domain used by tinba,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/tinba-iplist.txt
eidchpddeqmt.com,Domain used by tinba,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/tinba-iplist.txt
hhvohslwvpww.ru,Domain used by tinba,2014-11-03 16:30,http://osint.bambenekconsulting.com/manual/tinba-iplist.txt
